,Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information,population
280,"Row house box for sale, 4 bedrooms, Liiva tee 15, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 116 m², total area 139 m²",https://www.kv.ee/paris-inimesed-paris-kodud-paris-elu-maaliliselt-k-3383727.html,"59.3729926,24.8096923",284900.0,5.0,4.0,139 m²,2.0,2023.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"packet windows, electricity, parquet, box-room, terrace","sauna, shower, bath, urban water, sewerage, washing machine","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch, fenced with garden",electric stove,,,ready,,"neighbours around neighbours, near forest, surrounding buildings private houses and apartment buildings, location outside settlement location, roads in good condition roads, Ülemiste järv lake",,,,48.0
281,"Maisonette for sale, 3 bedrooms, Toomhansu 8, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381584.html,"59.3097965,24.8367254",286500.0,5.0,3.0,120 m²,,2022.0,all brand-new,apartment ownership,3251 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,,1604.0
282,"Row house box for sale, 3 bedrooms, Vahi tee 11, Vahi, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 109.9 m²",https://www.kv.ee/suureparane-pakkumine-looduslahedust-hindavatele-i-3374375.html,"59.3785499,24.4571973",247000.0,5.0,3.0,109.9 m²,2.0,,,private property,798.8 m²,,Notify about incorrect advertisement,"dressing room, parking free parking, terrace","shower, toilet room and bathroom separate, bath, sewerage, urban water",,,,19801:011:0836,,,12442602.0,roads in good condition roads,,,,4.0
283,"Maisonette for sale, 2 bedrooms, Katkuniidu tee 2b, Metsakasti, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 137 m²",https://www.kv.ee/muua-majaosa-ilusas-ja-vaikses-piirkonnas-metsakas-3382930.html,"59.4896649,24.9133484",198000.0,4.0,2.0,137 m²,2.0,2005.0,ready,joint ownership,770 m²,,Notify about incorrect advertisement,"new sewerage, open kitchen, new electricity, public transport, wall cupboard, parking free parking, high ceilings, separate entryway, closed courtyard, water, electricity, roof profiled roof","shower, water boiler, sewerage, urban water","gas heating, heated floors, electric heating, gas","cable TV, fenced with garden","refridgerator, kitchen furniture",,,,,"location in suburb location, near forest, surrounding buildings private houses, water body sea near",,,,228.0
284,"Maisonette for sale, 5 bedrooms, Aardla 156/3, Ränilinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 216 m²",https://www.kv.ee/heas-korras-suur-kodu-tupiktanava-lopus-kinnisvara-3385140.html,"58.35159,26.679976",215000.0,6.0,5.0,216 m²,3.0,1995.0,renovated,private property,298 m²,,Notify about incorrect advertisement,"balcony , open kitchen, water, parquet, street entrance, public transport, wall cupboard, new electricity, organisation through the few floors, separate entryway, closed courtyard, separate rooms, parking free parking, electricity, dressing room, basement, garage, roof tiled roof","shower, water boiler, sauna, toilet room and bathroom separate, washing machine, sewerage, urban water","central heating, fireplace, gas","Internet, phone, cable TV, fenced with garden","ceramic shove, refridgerator, kitchen furniture",,,,,"in the city location, surrounding buildings apartment buildings",,,,826.0
285,"Maisonette for sale, 3 bedrooms, Sepikoja tee 1/1 1, Vääna, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, frame house, total area 123.3 m²",https://www.kv.ee/alustame-vaana-kulas-asuva-sepikoja-tee-11-ja-12-m-3349787.html,"59.2991338,25.1750389",246000.0,4.0,3.0,123.3 m²,1.0,2022.0,all brand-new,apartment ownership,384 m²,Data from realestate book,Notify about incorrect advertisement,,"shower, sauna, toilet room and bathroom separate, sewerage, urban water","heated floors, heated floors, geothermic heating",,electric stove,,,,,"water body sea near, location in the center location",,,"new sewerage, open kitchen, electricity, street entrance, public transport, new electricity, parquet, 3*380V, parking free parking, water, roof profiled roof",17.0
286,"Row house box for sale, 4 bedrooms, Tamme pst 36, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Stone house, house area 98.2 m², total area 120.2 m²",https://www.kv.ee/miljoovaartusliku-tammelinna-sudames-tammelinna-ra-3263899.html,"58.3617656,26.7037817",239000.0,5.0,4.0,120.2 m²,2.0,2018.0,Good condition,,1002 m²,,Notify about incorrect advertisement,"terrace, electricity, dressing room, furniture, packet windows, parquet, parking free parking, public transport, box-room, wall cupboard, TV-set","toilet room and bathroom separate, bath, shower, urban water, sewerage, washing machine",central heating,"Internet, cable TV, fenced with garden","ceramic shove, refridgerator, kitchen furniture",,,ready,,"surrounding buildings private houses, in the city location, roads in good condition roads",,,,7151.0
287,"Row house box for sale, 3 bedrooms, Kesk-Vaela 27, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 93.6 m², total area 105.6 m²",https://www.kv.ee/arenduseleht-httpskiili-wingmacht-eemaja-luhikirje-3384157.html,"59.3274921,24.7989023",245000.0,4.0,3.0,105.6 m²,1.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parquet, dressing room, packet windows","shower, sauna, urban water, sewerage",,,,30501:001:0262,,,,,,,,4.0
288,"Maisonette for sale, Lilli, Anija vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 43.5 m², total area 43.5 m²",https://www.kv.ee/muugipakkumises-on-majaosa-lilli-kulas-maja-katus-3374318.html,"59.3760253482315,25.3503583550863",38000.0,2.0,,43.5 m²,,1957.0,needs renovating,private property,1983 m²,Data from realestate book,Notify about incorrect advertisement,electricity,water boiler,stove heating,,stove heated with firewood,14001:002:3100,,,,,1/1,,,18.0
289,"Maisonette for sale, 3 bedrooms, Pargi tee 1, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 133.1 m²",https://www.kv.ee/muua-2022-a-suvel-valmivad-ridaelamuboksid-arteesi-3374156.html,"58.3261358,26.7939682",190000.0,4.0,3.0,133.1 m²,2.0,2021.0,all brand-new,apartment ownership,,,,"balcony , open kitchen, water, organisation through the few floors, separate rooms, electricity, dressing room, parquet","toilet room and bathroom separate, bath, shower, sauna, urban water","heated floors, gas heating, gas",steel door,,,B,,,"water body lake near, surrounding buildings private houses",,,,26.0
290,"Maisonette for sale, 3 bedrooms, Keskuse tee 9/2, Vahi alevik, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 111.9 m²",https://www.kv.ee/muugile-on-joudnud-maakuttega-a-energiatohususe-kl-3377210.html,"58.407848,26.7456725",189900.0,4.0,3.0,111.9 m²,2.0,2022.0,all brand-new,apartment ownership,,,,"new sewerage, open kitchen, ventilation, new electricity, parking free parking, closed courtyard, public transport, electricity, parquet, dressing room, box-room, separate rooms, street entrance, separate entryway, organisation through the few floors","sauna, shower, bath, toilet room and bathroom separate, urban water","heated floors, geothermic heating","Internet, steel door, fenced with garden",kitchen 8.8 m²,,A,,,near forest,,,,207.0
291,"Maisonette for sale, 2 bedrooms, Lootuse tn 2, Karlova, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 80.9 m²",https://www.kv.ee/kui-sa-otsid-endale-renoveeritud-elamist-karlovass-3352947.html,"58.37031,26.7262613",169900.0,4.0,2.0,80.9 m²,,,Good condition,joint ownership,599 m²,Data from realestate book,Notify about incorrect advertisement,"farm building, box-room, wall cupboard, electricity, dressing room, furniture, packet windows, garage","shower, washing machine, urban water, sewerage","central heating, stove heating",,,,Missing,ready,,,2/2,,,9028.0
292,"Row house box for sale, 4 bedrooms, Kiviaia tee 7, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 133.6 m²",https://www.kv.ee/koigil-ridaelamutel-on-sissepaasud-parkimiasala-po-3391794.html,"59.4706223544907,24.8820605369568",534400.0,5.0,4.0,133.6 m²,2.0,2021.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 12.6 m², parking free parking, parquet, box-room, terrace, packet windows","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, gas heating","Internet, cable TV, steel door, security system",,,B,ready,14429350.0,,,,,244.0
293,"Maisonette for sale, 3 bedrooms, Sõpruse 24/3, Ahtme, Kohtla-Järve, Ida-Virumaa - Real estate portal KV.EE ",Total area 239.1 m²,https://www.kv.ee/broneeritud-muua-ridaelamuboks-kohtlajarvel-soprus-3326005.html,"59.32329595,27.412306407023",79000.0,4.0,3.0,239.1 m²,,,satisfactory,,250 m²,Data from realestate book,,,,,,,,Missing,ready,,,,,,6306.0
294,"Row house box for sale, 3 bedrooms, Puiatu tee 7, Puiatu, Viljandi vald, Viljandimaa - Real estate portal KV.EE ","Apartment ownership, panel house, house area 78 m², total area 78 m²",https://www.kv.ee/muua-ridaelamuboks-viljandimaal-puiatu-kulas-ridae-3388076.html,"58.3600163,25.4225993",45000.0,4.0,3.0,78 m²,2.0,1985.0,needs renovating,apartment ownership,16357 m²,Data from realestate book,Notify about incorrect advertisement,"public transport, basement, packet windows","shower, bath, water boiler, sewerage, urban water","electric heating, central heating",,,,,,,"surrounding buildings apartment buildings, neighbours at one side neighbours",,,,54.0
295,"Row house box for sale, 3 bedrooms, Veskikaare tn 5, Tammiste, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 124.1 m²",https://www.kv.ee/muua-parnu-linna-lahedal-tammistes-hinnatud-eluraj-3287016.html,"58.3908064,24.5759833",185000.0,4.0,3.0,124.1 m²,2.0,2021.0,all brand-new,apartment ownership,1518 m²,Data from realestate book,Notify about incorrect advertisement,"new sewerage, balcony , open kitchen, new electricity, ventilation, street entrance, public transport, electricity, parking free parking, box-room, closed courtyard, separate rooms, separate entryway, organisation through the few floors, parquet, roof tar paper roof","toilet room and bathroom separate, shower, sauna, water boiler, urban water",heated floors,"Internet, cable TV, steel door, neighbourhood watch",ceramic shove,,,,,near forest,,,,27.0
296,"Maisonette for sale, 4 bedrooms, Ristiku 31, Variku, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 129 m²",https://www.kv.ee/uuenduskolmapaeval-24-novembril-toimus-2-korruse-l-3389594.html,"58.3493122,26.7093069",297000.0,5.0,4.0,129 m²,2.0,2022.0,all brand-new,apartment ownership,1146 m²,Data from realestate book,Notify about incorrect advertisement,"balcony , parking free parking, box-room",,õhksoojuspump,,kitchen 7.3 m²,,,,,,,,,3698.0
297,"Maisonette for sale, 3 bedrooms, Köleri 16b, Kadriorg, Tallinn, Harjumaa - Real estate portal KV.EE ","Wooden house, total area 100.8 m²",https://www.kv.ee/hindamisakt-olemas-summale-336-000-eur-muua-4toali-3167454.html,"59.4375466,24.7781022",329000.0,4.0,3.0,100.8 m²,2.0,2017.0,renovated,,,Data from realestate book,,,"shower, bath, urban water, sewerage, washing machine","heated floors, gas heating, fireplace","Internet, cable TV, steel door, neighbourhood watch, security system","gas stove, refridgerator, kitchen furniture",,Missing,,,,,,"parking free parking, packet windows, parquet, box-room, wall cupboard, electricity, dressing room, furnishing possibility",2491.0
298,"Maisonette for sale, 3 bedrooms, Kloogaranna tee  16, Laulasmaa, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ",Total area 128.5 m²,https://www.kv.ee/muua-4toalised-paarismajad-laulasmaal-kloogaranna-3326028.html,"59.37427565,24.24427465",250000.0,4.0,3.0,128.5 m²,2.0,2020.0,all brand-new,,1498 m²,Data from realestate book,Notify about incorrect advertisement,,,,,,,,ready,,,,,,8.0
299,"Maisonette for sale, 2 bedrooms, Tammelehe tn 2, Tabasalu, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 121 m²",https://www.kv.ee/asukohttabasalu-sudames-rohelises-elamupiirkonnas-3391680.html,"59.42551,24.554209",299000.0,3.0,2.0,121 m²,2.0,2019.0,,apartment ownership,6875 m²,,Notify about incorrect advertisement,"balcony , parking free parking","sauna, shower, bath",heated floors,"Internet, phone, security system, steel door",,19801:001:3043,,,,,,,,509.0
300,"Row house box for sale, 4 bedrooms, Vanatoa tee 5, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 100.7 m²",https://www.kv.ee/httpsrabarebase-eekiili-aleviku-kulje-all-valmib-2-3372811.html,,,5.0,4.0,100.7 m²,2.0,2022.0,all brand-new,apartment ownership,411 m²,Data from realestate book,Notify about incorrect advertisement,"open kitchen, ventilation, water, box-room, roof tar paper roof","bath, sauna, shower, toilet room and bathroom separate, urban water, sewerage",geothermic heating,cable TV,,,,,,,,,,0.0
301,"Row house box for sale, 4 bedrooms, Vanatoa tee 5, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 100.4 m²",https://www.kv.ee/httpsrabarebase-eekiili-aleviku-kulje-all-valmib-2-3372809.html,"59.292014,24.863741",232000.0,5.0,4.0,100.4 m²,2.0,2022.0,all brand-new,apartment ownership,245 m²,Data from realestate book,Notify about incorrect advertisement,"open kitchen, ventilation, water, roof tar paper roof","sewerage, urban water",geothermic heating,,,,,,,,,,,12.0
302,"Row house box for sale, 3 bedrooms, Andrese tee 8/4, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 106.2 m²",https://www.kv.ee/broneeritud-hubane-ja-stiilne-ridaelamuboks-jarvek-3388267.html,"59.380538,24.7965442",320000.0,4.0,3.0,106.2 m²,1.0,2018.0,ready,private property,,,,"open kitchen, high ceilings, water, parking free parking, separate rooms, dressing room, separate entryway, parquet, furnishing possibility, electricity, roof tin roof","shower, toilet room and bathroom separate, water boiler, sauna, sewerage","õhksoojuspump, heated floors",,"refridgerator, kitchen furniture",,B,,,surrounding buildings private houses,,,,18.0
