Title,Description,Link,Location,Rooms,Total area,This floor/Number of floors,Built in year,Condition,Ownership,Cadastre no.,Energy mark,Lisainfo,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Neighbourhood,Data from realestate book,Register number,Notify about incorrect advertisement,Kulud suvel/talvel,Number of floors,Additional information
"Apartment for sale, 1 rooms, Vormsi 6, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ",Private ownership,https://www.kv.ee/prodetsa-kvrtir-v-horozem-rione-ot-vldelbt-radom-z-3388374.html,"59.4542465,24.8695748",1,32.7 m²,7/9,,Good condition,private property,78403: 307: 00,-,"balcony 3 m², separate rooms, furnishing possibility, packet windows, parquet, lift, closed balcony","ceramic shove, kitchen 9 m², kitchen furniture","toilet room and bathroom separate, shower, bath, washing machine","central heating, fireplace","video cameras, frontdoor locked, neighbourhood watch","surrounding buildings apartment buildings, roads in good condition roads, in the city location, neighbours around neighbours, water body sea near",,,,50 € /  90 €,,
"Apartment for sale, 3 rooms, Kooli tn. 7, Aseri, Viru-Nigula vald, Lääne-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/laanevirumaa-virunigula-vald-aseri-kooli-tn-7-3-tu-3388376.html,"59.4491974,26.8653408",3,54.8 m²,4/4,1973,Good condition,apartment ownership,15401:004:0032,F,"parking free parking, packet windows, separate rooms, furniture","ceramic shove, kitchen furniture","toilet room and bathroom separate, shower",central heating,"steel door, frontdoor locked",,,,,,,
"Apartment for sale, 2 rooms, Sõpruse tn 8b, Ahtme, Kohtla-Järve, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-hea-asukohaga-2toaline-korter-ahtmes-korter-a-3388202.html,"59.3261337,27.4064337",2,38.3 m²,1/4,1961,sanitary renovation needed,apartment ownership,32204:002:0159,,parking free parking,,,central heating,"Internet, phone, cable TV, steel door, frontdoor locked",surrounding buildings apartment buildings,,2662307,Notify about incorrect advertisement,,,
"Apartment for sale, 1 rooms, Keskuse tee 5, Ramsi, Viljandi vald, Viljandimaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muugile-tuli-viljandi-linnast-8-km8-minuti-kauguse-3388368.html,"58.3054356,25.5422754",1,37.5 m²,4/5,1977,renovated,apartment ownership,,A,"kitchen, urban water, box-room, electricity, ventilation, roof tar paper roof",ceramic shove,"toilet room and bathroom separate, new sewerage, shower",central heating,"neighbourhood watch, frontdoor locked",,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tähe 44, Karlova, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/muugile-on-saabunud-karlova-sudames-tahe-tanaval-r-3388367.html,"58.3683237,26.7290548",2,41.7 m²,2/2,1946,needs renovating,apartment ownership,,,"wall cupboard, high ceilings, closed courtyard, parking free parking, water, box-room, public transport, furnishing possibility, furniture, electricity, fenced with garden","refridgerator, kitchen furniture","water boiler, washing machine",stove heating,"neighbourhood watch, frontdoor locked",,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Keskuse tee 11, Kõima, Pärnu, Pärnumaa - Real estate portal KV.EE ",Stone house,https://www.kv.ee/tehtud-varskelt-remont-uus-lagi-uus-porand-korteri-3388365.html,"58.3607289,24.2530037",2,43.5 m²,2/3,1994,Good condition,,,Missing,"balcony 5.6 m², packet windows, parking free parking",,,,,,Data from realestate book,3023106,,,,
"Apartment for sale, 4 rooms, Kose mnt 26, Kehra linn, Anija vald, Harjumaa - Real estate portal KV.EE ","<strong>Lisainfo:</strong> separate rooms, furnishing possibility ",https://www.kv.ee/muua-kena-ja-puhas-4-toaline-korter-kehras-korter-3388346.html,"59.326906,25.3409424",4,73.7 m²,1/3,,Good condition,,,-,,,toilet room and bathroom separate,"heated floors, central heating",,,Data from realestate book,,Notify about incorrect advertisement,93 € /  190 €,,
"Apartment for sale, 2 rooms, Tamme tn 21, Tammiku, Jõhvi vald, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-korter-johvi-vallas-tammikus-korter-kahetoali-3352667.html,"59.334778,27.3853389",2,49 m²,1/3,1980,Good condition,apartment ownership,25201:002:0115,Missing,"parquet, separate rooms, box-room, new electricity, basement, TV-set, furnishing possibility, furniture, packet windows, parking free parking","ceramic shove, refridgerator, kitchen furniture","bath, shower, toilet room and bathroom separate, new sewerage, washing machine",central heating,"Internet, phone, cable TV, frontdoor locked, neighbourhood watch, steel door","location in the center location, surrounding buildings private houses and apartment buildings, roads in good condition roads",,,,,,
"Apartment for sale, Raatuse tn 85, Ülejõe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/tartumaa-tartu-tartu-linn-ulejoe-raatuse-tn-85p5-1-3388363.html,"58.3835556,26.7375545",,13.2 m²,1/4,2018,all brand-new,apartment ownership,79501:002:0409,C,,,,,,,,9241250,,,,
"Apartment for sale, 3 rooms, Punane 23, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/broneeritud-muua-3toaline-korter-lasnamael-korter-3388354.html,"59.432883225512,24.821099870451",3,59.4 m²,5/9,1973,ready,apartment ownership,,E,"balcony , kitchen, public transport, furnishing possibility, lift, parking free parking","gas stove, refridgerator, kitchen furniture","bath, washing machine",,"Internet, frontdoor locked, neighbourhood watch",roads paved roads,Data from realestate book,,,,,
"Apartment for sale, Tähtvere tn 3b, Tähtvere, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ",Stone house,https://www.kv.ee/ennampakkumise-on-tulnud-miljoovaartuslikus-supili-3382794.html,"58.3837042,26.7128823",,79.7 m²,,2006,needs renovating,,79513:013:0056,E,,,,,,,Data from realestate book,5131003,,,2,
"Apartment for sale, 2 rooms, Majaka 24, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-korteriomand-milleks-on-aripind-mis-sobilik-l-3388353.html,"59.427953272344,24.790439428836",2,60.8 m²,,1961,renovated,apartment ownership,78403:301:1840,F,"street entrance, new electricity, urban water, electricity, parquet",,shower,central heating,steel door,water body lake near,,,,,5,
"Apartment for sale, 3 rooms, Kangelaste 12b, Narva, Ida-Virumaa - Real estate portal KV.EE ",Stone house,https://www.kv.ee/prodjtsa-3h-komntna-kvrtir-nprotiv-11-zkolo-n-kang-3388349.html,"59.3852011,28.1732167",3,62 m²,2/9,1976,,,,E,"balcony , kitchen, parking not free parking, box-room, urban water, furniture, lift","gas stove, refridgerator",,central heating,frontdoor locked,,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Õismäe tee 72, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/kvrtir-v-stdii-remont-budet-gotov-k-novomu-godu-pr-3388341.html,"59.4470291,24.8841711",2,33 m²,4/9,,,apartment ownership,,-,"balcony 3 m², packet windows, lift, new electricity, furniture","electric stove, kitchen furniture","new sewerage, shower",central heating,"Internet, cable TV, frontdoor locked, steel door",,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 3 rooms, Sõle tn 37, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/uus-hind-muugile-on-tulnud-suureparase-asukohaga-t-3388335.html,"59.441942,24.703592",3,60.9 m²,5/5,1987,renovated,apartment ownership,78408:803:5470,D,"balcony 6 m², parking free parking, basement, high ceilings, box-room, public transport, separate rooms, furnishing possibility, furniture, packet windows, parquet","electric stove, open kitchen, refridgerator, kitchen furniture","new sewerage, shower, washing machine","central heating, conditioner","cable TV, steel door, neighbourhood watch, frontdoor locked",water body sea near,,,,,,
"Apartment for sale, 4 rooms, Mõisavahe 63, Annelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/avar-korter-annelinna-hinnatud-piirkonnaskorter-an-3388323.html,"58.3667529,26.7725009",4,77.7 m²,3/5,1990,ready,apartment ownership,,,"balcony , balcony , balcony , parking free parking, separate rooms, water, electricity, furnishing possibility","electric stove, kitchen furniture","toilet room and bathroom separate, bath, shower, washing machine",central heating,Internet,"location in suburb location, surrounding buildings apartment buildings, water body river near",Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 1 rooms, Riia mnt 215, Räni, Kambja vald, Tartumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/korgel-esimesel-korrusel-paiknev-korter-korteri-ju-3385117.html,"58.3517447,26.6739366",1,20 m²,1/2,2020,all brand-new,apartment ownership,28301:001:0054,C,"box-room, parking free parking, parquet, packet windows, furniture, TV-set","induktsioon pliit, open kitchen, kitchen furniture","shower, washing machine",,"Internet, cable TV, frontdoor locked",,,,Notify about incorrect advertisement,,,
"Apartment for sale, 3 rooms, Aardla tn 7a, Ropka, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/hinnatud-piirkonnas-paiknev-3toaline-korter-asub-h-3388299.html,"58.3565834,26.7281792",3,61.2 m²,2/5,1973,sanitary renovation needed,apartment ownership,79510:039:0009,E,"parking free parking, box-room, wall cupboard, separate rooms","gas stove, kitchen furniture","new sewerage, toilet room and bathroom separate, bath",central heating,frontdoor locked,"roads in good condition roads, surrounding buildings private houses and apartment buildings",,,,,,
"Apartment for sale, 3 rooms, Maleva tn 1, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/oma-parkimiskoht-ja-panipaik-hinnas-soe-korter-koi-3388307.html,"59.4554309,24.6880762",3,67.2 m²,5/6,2000,sanitary renovation done,apartment ownership,78408:808:0090,E,"parking free parking, box-room, basement, separate rooms, parquet","electric stove, kitchen 10 m²",bath,gas heating,"Internet, cable TV, video cameras","surrounding buildings apartment buildings, in the city location, roads in good condition roads, neighbours around neighbours, Stroomi rand sea 1.5 km",,,,,,
"Apartment for sale, 3 rooms, Sõle tn 56, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/valguskullane-korralik-ja-hubane-3toaline-korter-m-3388311.html,"59.4476137,24.7000703",3,58.9 m²,3/5,1961,Good condition,apartment ownership,,E,"wall cupboard, closed courtyard, separate rooms, packet windows, box-room","gas stove, refridgerator, kitchen furniture",bath,central heating,"steel door, frontdoor locked","in the city location, roads in good condition roads",Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Altserva tn 2, Ahtme, Kohtla-Järve, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-renoveeritud-2021-2toaline-korter-kohtlajarve-3388308.html,"59.3224231,27.4263121",2,41.2 m²,2/4,1964,renovated,apartment ownership,32205:002:0023,-,"parking free parking, TV-set, furnishing possibility, packet windows, parquet","electric stove, kitchen furniture","bath, new sewerage",central heating,"Internet, steel door",,,,Notify about incorrect advertisement,,,
"Apartment for sale, 4 rooms, Ketraja 3/3, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-paikesepoolne-korter-2017-aastal-pelgurannas-3388305.html,"59.4496135,24.6953623",4,81.5 m²,3/4,2017,all brand-new,apartment ownership,78408:805:0025,C,"balcony , kitchen, parking free parking, box-room, closed courtyard, urban water, parquet, ventilation, fenced with garden","electric stove, open kitchen","shower, toilet room and bathroom separate",central heating,"Internet, frontdoor locked",water body sea near,,,,,,
"Apartment for sale, 3 rooms, Kolde pst 82, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","<strong>Lisainfo:</strong> furniture, packet windows, new electricity ",https://www.kv.ee/httpsarthomes-eemuua-peagi-valmiv-3toaline-korter-3388298.html,"59.4414426,24.7006644",3,42.7 m²,4/5,1966,renovated,,78408:803:5150,D,,,"new sewerage, washing machine",central heating,"Internet, cable TV, frontdoor locked",,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Pärna tee 10, Uusna, Viljandi vald, Viljandimaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-viljanditartu-suunal-asuvas-kaunis-uusna-kula-3368870.html,"58.388512,25.7384336",3,50.1 m²,3/3,1976,satisfactory,apartment ownership,89201:005:1440,-,,,,,,,,,,,,
"Apartment for sale, 1 rooms, Pargi tn 1, Turba, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-1-toaline-korter-turba-alevikus-aknad-avaneva-3388295.html,"59.0816319,24.2386784",1,28.1 m²,4/5,1968,Good condition,apartment ownership,51801:003:0120,,parking free parking,electric stove,,central heating,,"surrounding buildings private houses and apartment buildings, roads in good condition roads, neighbours around neighbours",,4709002,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Sõle 38, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/muugile-tuli-hubane-ja-kvaliteetse-siseviimistluse-3388292.html,"59.4409004,24.7071721",2,44.4 m²,2/2,1940,renovated,apartment ownership,78408:803:6700,Missing,"kitchen, public transport, furnishing possibility, dressing room, electricity, urban water, roof tin roof","electric stove, open kitchen, refridgerator","water boiler, washing machine",õhksoojuspump,"Internet, phone, cable TV, frontdoor locked",,,,,,,
"Apartment for sale, 2 rooms, Veskikaare 3, Roela, Vinni vald, Lääne-Virumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muugile-on-tulnud-ilus-avar-ja-renoveeritud-korter-3388291.html,"59.1750088,26.6051027",2,48.8 m²,2/3,,ready,apartment ownership,90004:002:0068,Missing,"kitchen, public transport, separate rooms, TV-set, furnishing possibility, furniture, dressing room, street entrance, box-room, urban water, electricity, roof tar paper roof","ceramic shove, refridgerator","toilet room and bathroom separate, shower, water boiler, washing machine",central heating,"Internet, cable TV, frontdoor locked",,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, V.Tškalovi 27, Sillamäe, Ida-Virumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/v-g-sillmae-prodetsa-dvuhkomntna-kvrtir-po-dresu-v-3388290.html,"59.3922475,27.7695623",2,41.3 m²,1/4,1964,satisfactory,apartment ownership,,-,"packet windows, parking free parking",,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Rohuaia 20, Rakvere, Lääne-Virumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-ilus-renoveeritud-korter-rakvere-kesklinnas-t-3388289.html,"59.35115045416,26.362327253103",3,62.4 m²,2/3,1973,renovated,apartment ownership,66301:008:0340,F,"kitchen, electricity, furnishing possibility, furniture, TV-set, parking free parking, parquet","electric stove, refridgerator, kitchen furniture","shower, water boiler, washing machine",,Internet,roads paved roads,,,,,,
