Title,Description,Link,Location,Price,Rooms,Total area,Number of floors,Condition,Readiness,Ground area,Cadastre no.,Energy mark,Lisainfo,Neighbourhood,Bedrooms,Built in year,Ownership,Notify about incorrect advertisement,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Data from realestate book,Register number,Additional information,This floor/Number of floors,Kulud suvel/talvel
"Other for sale, Keeri, Nõo vald, Tartumaa - Real estate portal KV.EE ",Total area 1.2 ha,https://www.kv.ee/noo-vallas-tartumaal-on-muua-1-1-ha-suurune-kinnis-3299887.html,"58.3216716,26.4895749",7900,,11687 m²,,,,11687 m²,52801:001:0390,-,,,,,,Notify about incorrect advertisement,,,,,Data from realestate book,,,,
"Farmhouse for sale, Toku, Antsla vald, Võrumaa - Real estate portal KV.EE ","Total area 5,751 m²",https://www.kv.ee/antsla-vallas-toku-kulas-ootab-uut-omanikku-taluko-3285016.html,"57.8847735,26.412741",20000,,5751 m²,,,,5751 m²,14201:001:0615,-,,water body lake near,,,,Notify about incorrect advertisement,,,,,Data from realestate book,,"well, electricity",,
"Farmhouse for sale, Taagepera, Tõrva vald, Valgamaa - Real estate portal KV.EE ","Log house, house area 164 m², total area 191 m²",https://www.kv.ee/muua-suurest-kinnistust-eraldatav-kuni-1-09-ha-suu-3389067.html,"57.9824804,25.6906234",20000,7,191 m²,1,needs renovating,,10009 m²,20301:002:1330,,electricity,"near forest, roads paved roads, neighbours at one side neighbours",,1907,,Notify about incorrect advertisement,,,stove heating,,,1440240,,,
"House for sale, Veelikse, Mulgi vald, Viljandimaa - Real estate portal KV.EE ","Private ownership, stone house, total area 348 m²",https://www.kv.ee/kaesolevaga-pakume-head-voimalust-omandada-veeliks-3389049.html,"58.108122,25.237504",60000,15,348 m²,2,needs renovating,,9959 m²,10501:004:1100,,"water, electricity, roof asbestos cement roof",water body lake near,,,private property,,,,"stove heating, fireplace",,Data from realestate book,,,,
"House for sale, 2 bedrooms, Meerijõe, Kauda, Peipsiääre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 115 m²",https://www.kv.ee/muugile-on-saabunud-imearmas-kodu-kauda-kulas-meer-3389044.html,"58.501094,26.8456269",144900,3,115 m²,2,ready,,7698 m²,,B,"new sewerage, open kitchen, parking free parking, public transport, farm building, well, wall cupboard, separate entryway, separate rooms, water, TV-set, parquet, furnishing possibility, furniture, electricity, dressing room, roof profiled roof","near forest, surrounding buildings private houses, location outside settlement location, water body river near",2,,private property,,"electric stove, refridgerator, kitchen furniture","sauna, water boiler, shower, toilet room and bathroom separate, local water, washing machine","heated floors, stove heating, electric heating","Internet, steel door, security system",,,,,
"House for sale, 5 bedrooms, Tehnika tn 19, Kanepi, Kanepi vald, Põlvamaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 150 m², total area 170 m²",https://www.kv.ee/krundil-lisaks-majale-kelder-saun-lehtla-suitsuahj-3387210.html,"57.9877244,26.7587867",149000,6,170 m²,2,renovated,ready,,,-,"balcony 8 m², electricity, 3*380V, furnishing possibility, furniture, packet windows, parquet, garage, basement, farm building, well, box-room, TV-set, terrace, parking free parking, wall wooden wall, roof profiled roof","location in the center location, neighbours next to neighbours, surrounding buildings private houses",5,1957,private property,Notify about incorrect advertisement,"stove heated with firewood, kitchen 16.0 m², refridgerator, kitchen furniture","shower, water boiler, sauna, urban water, sewerage, washing machine","heated floors, stove heating","Internet, fenced with garden",Data from realestate book,2057438,,,
"House for sale, 2 bedrooms, Tooste, Räpina vald, Põlvamaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 123 m²",https://www.kv.ee/2-korruse-valjaehitamise-voimalus2-suurt-tuba-3212492.html,"58.1309376,27.4883693",45000,4,,2,satisfactory,,5417 m²,70801:001:0340,,"farm building, well, electricity, 3*380V, packet windows, garage, parking free parking, wall wooden wall, roof tin roof","Peipsi järv lake 3 m, near forest, surrounding buildings private houses, location outside settlement location, roads gravel roads, neighbours at one side neighbours",2,1925,private property,Notify about incorrect advertisement,stove heated with firewood,sauna,"stove heating, fireplace",neighbourhood watch,,,,,
"House for sale, Pargi 1, Kehtna, Kehtna vald, Raplamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 948 m²",https://www.kv.ee/muua-imeline-kehtna-mois-kehtna-mois-on-ehitatud-1-3388999.html,"58.922907262745,24.873463871019",799000,,948 m²,,renovated,,5740 m²,,,"new sewerage, separate entryway, separate rooms, high ceilings, water, furniture, electricity, farm building",,,,private property,Notify about incorrect advertisement,,"bath, water boiler, shower, toilet room and bathroom separate, urban water","central heating, fireplace",,Data from realestate book,,,,
"Farmhouse for sale, Patküla, Tõrva vald, Valgamaa - Real estate portal KV.EE ","Private ownership, stone house, house area 120 m², total area 925 m²",https://www.kv.ee/kinnistu-suurus-on-4-5-ha-kinnistu-asub-keset-mets-3388989.html,"57.9614428393614,25.8849124974774",79000,3,925 m²,,,,45000 m²,,-,"garage, farm building, well, 3*380V",near forest,,,private property,Notify about incorrect advertisement,electric stove,"shower, sauna, water boiler, local water, sewerage","solid fuel, central heating, fireplace",,Data from realestate book,,,,
"House for sale, Väike-Veski 1a, Kesklinn, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, total area 30 m²",https://www.kv.ee/vaartusedhea-asukohaga-kesklinna-lahedusesrahulik-3334529.html,"58.3843495,24.5196533",55000,1,30 m²,1,,,1175 m²,62401:001:1606,-,parking free parking,,,,apartment ownership,,,"urban water, sewerage",,,Data from realestate book,,,,
"House for sale, Sambla tn 42, Kilingi-Nõmme linn, Saarde vald, Pärnumaa - Real estate portal KV.EE ",Total area 128.3 m²,https://www.kv.ee/muua-kilinginomme-keskuses-vaikses-tanavas-armas-k-3348506.html,"58.1511894,24.9628932",54999,4,128.3 m²,2,needs renovating,ready,1038 m²,30601:002:0141,,"farm building, packet windows",,,1971,,Notify about incorrect advertisement,,,,,Data from realestate book,,,,
"House for sale, Kalevi tn 4, Viljandi, Viljandimaa - Real estate portal KV.EE ","Private ownership, total area 77.7 m²",https://www.kv.ee/muua-vaga-hea-asukohaga-elamumaa-mis-asub-mone-min-3381145.html,"58.3631433,25.582064",45000,2,77.7 m²,1,,,891 m²,89717:002:0510,-,,,,,private property,,,,,,Data from realestate book,,,,
"Farmhouse for sale, Kalde, Väiso, Võru vald, Võrumaa - Real estate portal KV.EE ","Log house, total area 67.5 m²",https://www.kv.ee/metsakinnistu-infokatastritunnus-918010010195aadre-3379876.html,"57.8425017,27.0059658",194000,3,67.5 m²,1,,ready,12459 m²,91801:001:0193,-,"packet windows, garage, farm building, well, electricity","near forest, location outside settlement location, roads in good condition roads",,1947,,,"stove heated with firewood, kitchen furniture","water boiler, sauna, shower, local water, sewerage",stove heating,Internet,,,,,
"House for sale, Hospidali 8, Kesklinn, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","House area 311.9 m², total area 401.1 m²",https://www.kv.ee/muuki-on-lisandunud-arenduspotensiaaliga-maja-kesk-3361780.html,"58.3851388,24.5024099",295000,,401.1 m²,3,needs renovating,,500 m²,62510:103:3740,-,"farm building, basement",,,1999,,,,,,,Data from realestate book,,,,
"House for sale, 4 bedrooms, Kudani/Gutanäs, Lääne-Nigula vald, Läänemaa - Real estate portal KV.EE ","Private ownership, stone house",https://www.kv.ee/kudani-kulas-laanenigula-vallas-laanemaal-on-muuki-3388904.html,"59.062514829831,23.517294667798",499000,6,,2,renovated,,112400 m²,52001:004:0480,,"new sewerage, kitchen, electricity, furnishing possibility, dressing room, ventilation, box-room, wall cupboard, separate rooms, new electricity, garret, deep well, closed courtyard, farm building, garage, roof tin roof","near forest, water body sea near",4,1929,private property,Notify about incorrect advertisement,"electric stove, refridgerator","shower, water boiler, toilet room and bathroom separate, sauna, local water","õhksoojuspump, stove heating, solid fuel, fireplace, conditioner, geothermic heating","Internet, security system, video cameras, fenced with garden",,,,,
"House for sale, Liiva tn 12, Võru, Võrumaa - Real estate portal KV.EE ","House area 258 m², total area 294 m²",https://www.kv.ee/muua-suureparase-asukohaga-hoone-voru-linnas-maja-3388894.html,"57.8440345,27.0003637",40000,10,294 m²,2,sanitary renovation needed,box with doors and windows,673 m²,91901:001:0176,-,,,,,,,,,,,,,,,
"Cottage for sale, 2 bedrooms, Meerapalu, Räpina vald, Põlvamaa - Real estate portal KV.EE ","Private ownership, log house, total area 52 m²",https://www.kv.ee/muua-suvila-otse-peipsi-kaldal-asub-vaga-rahulikus-2950363.html,"58.3921134806495,27.3660342767124",71000,2,52 m²,1,needs renovating,ready,,,-,"garage, parking free parking, 3*380V, furniture, farm building, well, TV-set, electricity, wall wooden wall, roof asbestos cement roof","Peipsi lake , near forest, surrounding buildings private houses, location outside settlement location, roads in satisfactory condition roads, neighbours at one side neighbours",2,1910,private property,Notify about incorrect advertisement,"stove heated with firewood, refridgerator","sauna, local water",stove heating,"neighbourhood watch, fenced with garden",Data from realestate book,,,,
"House for sale, Laatre, Mulgi vald, Viljandimaa - Real estate portal KV.EE ","Private ownership, log house, total area 180 m²",https://www.kv.ee/muua-renoveerimist-vajav-palkmaja-telliskivi-fassa-3388890.html,"58.0172781,25.2720169",24000,8,180 m²,,needs renovating,ready,4000 m²,,-,"electricity, box-room, basement, wall wooden wall, roof asbestos cement roof","Veelikse lake 5 km, near forest",,,private property,,stove heated with firewood,,stove heating,,,,,2/2,
"Cottage for sale, 5 bedrooms, Pihlaka ühistu 9, Vahastu, Kuusalu vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 370 m²",https://www.kv.ee/vahetuse-ja-valjaostmise-voimalus-majamuua-eramaja-3374905.html,"59.4536999,25.5972999",89500,8,370 m²,2,all brand-new,,1179 m²,35204:007:0070,,"parking free parking, electricity, dressing room, 3*380V, furnishing possibility, packet windows, garage, public transport, farm building, well, deep well, box-room, wall cupboard, basement, terrace","near forest, surrounding buildings private houses, roads in good condition roads",5,,private property,Notify about incorrect advertisement,,"sauna, water boiler, shower, local water, pool",,"Internet, steel door, neighbourhood watch, fenced with garden",Data from realestate book,,,,
"House for sale, 5 bedrooms, Pihlaka ühistu 9, Vahastu, Kuusalu vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 370 m²",https://www.kv.ee/vahetuse-ja-valjaostmise-voimalus-majamuua-eramaja-3374894.html,"59.4352784,24.842902",89500,8,370 m²,2,all brand-new,,1179 m²,35204:007:0070,,"parking free parking, electricity, dressing room, 3*380V, furnishing possibility, packet windows, garage, public transport, farm building, well, deep well, box-room, wall cupboard, basement, terrace","near forest, surrounding buildings private houses, roads in good condition roads",5,,private property,Notify about incorrect advertisement,,"sauna, water boiler, shower, local water, pool",,"Internet, steel door, neighbourhood watch, fenced with garden",Data from realestate book,,,,
"House for sale, 5 bedrooms, Pihlaka ühistu 9, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 370 m²",https://www.kv.ee/vahetuse-ja-valjaostmise-voimalus-majamuua-eramaja-3373415.html,"59.4352784,24.842902",89500,8,370 m²,2,all brand-new,,1179 m²,35204:007:0070,,"parking free parking, electricity, dressing room, 3*380V, furnishing possibility, packet windows, garage, public transport, farm building, well, deep well, box-room, wall cupboard, basement, terrace","near forest, surrounding buildings private houses, roads in good condition roads",5,,private property,Notify about incorrect advertisement,,"sauna, water boiler, shower, local water, pool",,"Internet, steel door, neighbourhood watch, fenced with garden",,,,,
"House for sale, 3 bedrooms, Koolibri tn 20, Piira, Vinni vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 100 m², total area 130 m²",https://www.kv.ee/laanevirumaa-vinni-vald-piira-koolibri-tn-20-4-tub-3388887.html,"59.3275181,26.3933878",160000,4,130 m²,1,all brand-new,box with doors and windows,,,B,"balcony 34 m², electricity, packet windows, garage, wall cinder block wall, roof tin roof","roads paved roads, surrounding buildings private houses, location in suburb location, neighbours next to neighbours, near forest",3,2021,private property,Notify about incorrect advertisement,,"urban water, sewerage","õhksoojuspump, heated floors",,Data from realestate book,5378631,,,
"House for sale, 4 bedrooms, Õie, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Stone house, total area 198 m²",https://www.kv.ee/muua-nomme-keskusest-ligikaudu-800-m-kaugusel-paik-3388857.html,"59.3843103,24.6950988",319000,6,198 m²,2,,,1433 m²,78404:401:1720,Missing,"open kitchen, parking free parking, furnishing possibility, parquet","surrounding buildings private houses, in the city location, roads paved roads",4,2000,,,kitchen furniture,"bath, shower, toilet room and bathroom separate, sauna",electric heating,"Internet, phone, steel door",,,,,
"House for sale, 6 bedrooms, Posti tee 14, Leevi, Räpina vald, Põlvamaa - Real estate portal KV.EE ","Private ownership, log house, house area 212.9 m², total area 212.9 m²",https://www.kv.ee/majaainulaadne-kinnistu-koos-suure-majaga-vohandu-3388851.html,"57.9479339,27.20923",39000,6,212.9 m²,,needs renovating,ready,12862 m²,,,"well, farm building","neighbours at one side neighbours, near forest, surrounding buildings private houses, roads in good condition roads, Võhandu river",6,1948,private property,Notify about incorrect advertisement,stove heated with firewood,"local water, sewerage",stove heating,,Data from realestate book,,,,
"House for sale, Kivilo tn 24, Tapa linn, Tapa vald, Lääne-Virumaa - Real estate portal KV.EE ","Wooden house, total area 81 m²",https://www.kv.ee/muua-renoveerimist-vajav-maja-seest-enamus-lammutu-3363310.html,,,3,81 m²,1,needs renovating,ready,995 m²,79201:001:0737,,"wall wooden wall, roof asbestos cement roof",,,,,Notify about incorrect advertisement,,,,,,15544050,,,
