,Title,Description,Link,Location,Price,Rooms,Total area,Number of floors,Condition,Readiness,Ground area,Cadastre no.,Energy mark,Lisainfo,Neighbourhood,Bedrooms,Built in year,Ownership,Notify about incorrect advertisement,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Data from realestate book,Register number,Additional information,This floor/Number of floors,Kulud suvel/talvel,population
432,"Farmhouse for sale, Paekna, Kiili vald, Harjumaa - Real estate portal KV.EE ","Private ownership, log house",https://www.kv.ee/muua-privaatne-talumaja-kiili-ainukese-veekogu-pae-3365918.html,"59.2666188652337,24.8380162184359",245000.0,5.0,,1.0,needs renovating,,10074 m²,30401:002:0258,,"electricity, packet windows, 3*380V, public transport, farm building, well, deep well, box-room, wall fieldstone wall, roof profiled roof","Paekna lake 35 m, near forest, surrounding buildings private houses, roads in good condition roads",,1857.0,private property,Notify about incorrect advertisement,,,,neighbourhood watch,,9917302.0,,,,15.0
433,"House for sale, Pargi 14, Roosna-Alliku, Paide, Järvamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 108.7 m²",https://www.kv.ee/muua-kivikonstruktsioonis-elamu-paariselamu-osa-ro-3389367.html,"59.03154011507,25.708425177406",49000.0,4.0,108.7 m²,,ready,,1460 m²,,Missing,,,,1975.0,private property,,,,,,,,,1/1,,300.0
434,"House for sale, Lepassaare, Võru vald, Võrumaa - Real estate portal KV.EE ","Private ownership, house area 100 m², total area 400 m²",https://www.kv.ee/lisainfo-elekter-korvalhoonedkook-puupliitsanruum-3389353.html,"57.8488343,27.2836127",34000.0,5.0,400 m²,,needs renovating,box with doors and windows,20100 m²,54701:003:092,-,"3*380V, roof asbestos cement roof",water body water body other near,,,private property,,,,,"fenced with garden, neighbourhood watch",,,,,,4.0
435,"House for sale, 2 bedrooms, Metsküla, Rapla vald, Raplamaa - Real estate portal KV.EE ",Wooden house,https://www.kv.ee/muua-taluhoone-4-25-ha-katastriuksuse-jagamine-toi-3389361.html,"58.8612347,24.6457736",75000.0,3.0,,1.0,,,42500 m²,65401:004:0201,Missing,electricity,water body river near,2.0,1941.0,,,,local water,,,Data from realestate book,,,,,4.0
436,"House for sale, 3 bedrooms, Metsaääre, Saarde vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 150 m²",https://www.kv.ee/suur-krunt-kivimaja-okonoomne-maakute-a-energiakla-3389183.html,"58.2737917133215,24.6434802009672",230000.0,4.0,150 m²,1.0,all brand-new,ready,,,A,"parking free parking, terrace, electricity, packet windows, parquet, garage, deep well, box-room","near forest, Reiu river , surrounding buildings private houses, roads paved roads",3.0,2022.0,private property,Notify about incorrect advertisement,,sewerage,"heated floors, geothermic heating, fireplace",neighbourhood watch,Data from realestate book,798806.0,,,,24.0
437,"House for sale, 4 bedrooms, Hirve tee 6, Vääna, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 115 m², total area 120 m²",https://www.kv.ee/harjumaa-harku-vald-vaana-hirve-tee-6-5-tuba-1-kor-3389338.html,"59.3856785,24.4187666",260000.0,5.0,120 m²,,all brand-new,ready,,,B,"packet windows, electricity, parquet, public transport, farm building, terrace, roof tin roof","near forest, surrounding buildings private houses, location in suburb location, roads in good condition roads, neighbours next to neighbours",4.0,2021.0,private property,Notify about incorrect advertisement,,"shower, toilet room and bathroom separate, bath, water boiler, urban water, sewerage","õhksoojuspump, heated floors","neighbourhood watch, video cameras",Data from realestate book,18490050.0,,1/1,60 € /  130 €,129.0
438,"House for sale, 4 bedrooms, Tähesaju tee 16, Väljataguse, Rapla vald, Raplamaa - Real estate portal KV.EE ","Private ownership, stone house, house area 158.8 m², total area 161.4 m²",https://www.kv.ee/majamuugile-on-tulnud-suureparase-asukohaga-2kordn-3374114.html,"58.9899723,24.8114009",155000.0,5.0,161.4 m²,2.0,all brand-new,box with doors and windows,,,,"terrace, electricity, packet windows, parking free parking",,4.0,2021.0,private property,Notify about incorrect advertisement,,"sauna, toilet room and bathroom separate, shower, sewerage, urban water","õhksoojuspump, heated floors, fireplace",,Data from realestate book,,,,,315.0
439,"Farmhouse for sale, Saarikmetsa, Majala, Elva vald, Tartumaa - Real estate portal KV.EE ","Private ownership, total area 188.1 m²",https://www.kv.ee/muua-hoonestatud-kinnistu-looduskaunis-majala-kula-3389339.html,"58.247766886315,26.330365468061",110000.0,4.0,188.1 m²,,ready,,17475.9 m²,,Missing,,,,,private property,,,,,,Data from realestate book,,,1/1,,7.0
440,"House for sale, Vankri  tee, Kakumetsa, Luunja vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 162.7 m²",https://www.kv.ee/alustasime-muugiprotsessiga-eramutele-mis-valmivad-3294029.html,,,4.0,162.7 m²,1.0,all brand-new,ready,1602 m²,,,"terrace, packet windows, parquet, garage, electricity","surrounding buildings private houses, location in the center location, roads in good condition roads",,2022.0,private property,Notify about incorrect advertisement,,"shower, sauna, sewerage, urban water","heated floors, geothermic heating",,,,,,,0.0
441,"House for sale, 4 bedrooms, Vana-Rannamõisa tee 12a, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 132.6 m²",https://www.kv.ee/muua-hubane-kahekorruseline-palkmaja-haaberstis-ma-3389312.html,"59.4368371,24.6044733",390000.0,5.0,132.6 m²,2.0,,,2159 m²,,Missing,"kitchen, open kitchen, separate entryway, electricity, furniture, separate rooms, closed courtyard, public transport, roof tin roof",water body sea near,4.0,2001.0,private property,,ceramic shove,"bath, urban water","õhksoojuspump, heated floors, fireplace",fenced with garden,,,,,,513.0
442,"House for sale, Palupera, Elva vald, Tartumaa - Real estate portal KV.EE ","Private ownership, log house, total area 65 m²",https://www.kv.ee/atsi-talu-on-muugiks-0-8ha-suurusel-krundil-mis-on-3389299.html,,,4.0,65 m²,1.0,sanitary renovation needed,ready,8253 m²,,,"well, garage, electricity, public transport, farm building, wall wooden wall, roof asbestos cement roof",roads in good condition roads,,1938.0,private property,Notify about incorrect advertisement,stove heated with firewood,sauna,stove heating,,Data from realestate book,,,,,0.0
443,"House for sale, 3 bedrooms, Kibuvitsa tee 7, Karla, Rae vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 158 m², total area 158 m²",https://www.kv.ee/muugile-on-tulnud-tallinnast-vaid-15-km-kaugusel-j-3388871.html,"59.3650316,24.9154802",343000.0,4.0,158 m²,2.0,Good condition,ready,,,-,"balcony 30 m², garage, packet windows, parquet, wall cupboard, terrace, electricity, dressing room, 3*380V, furnishing possibility, roof profiled roof","water body: väike tiik 15 m, surrounding buildings private houses, roads in good condition roads, neighbours around neighbours",3.0,2007.0,private property,Notify about incorrect advertisement,,"shower, bath, sauna, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, fenced with garden, security system",Data from realestate book,9597302.0,,,,88.0
444,"House for sale, 4 bedrooms, Pedeli 2, Valga linn, Valga vald, Valgamaa - Real estate portal KV.EE ","Wooden house, total area 105.3 m²",https://www.kv.ee/muua-hasti-sailinud-ja-tanapaevaste-kommunikatsioo-3389246.html,"57.7803297,26.0460794",122000.0,5.0,105.3 m²,1.0,sanitary renovation needed,,1908 m²,85401:003:0100,,"farm building, box-room, closed courtyard, roof tin roof",water body river near,4.0,1932.0,,Notify about incorrect advertisement,ceramic shove,"sauna, toilet room and bathroom separate, shower, urban water","stove heating, geothermic heating","fenced with garden, neighbourhood watch",,,,,,791.0
445,"House for sale, 3 bedrooms, Põllu tn 9, Paldiski linn, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 212 m²",https://www.kv.ee/ehita-omale-uus-kena-kodu-nb-selle-objektiga-tegel-3251039.html,"59.3576433,24.061181",62200.0,4.0,212 m²,2.0,,foundation,1260 m²,,-,"parking free parking, terrace, electricity, 3*380V, garage",,3.0,,private property,,,"sauna, toilet room and bathroom separate, shower, bath, urban water, sewerage","heated floors, solid fuel",fenced with garden,,,,,,2258.0
446,"House for sale, 3 bedrooms, Põlluveere tee, Leppneeme, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 366.1 m²",https://www.kv.ee/muua-eksklusiivne-oma-merepiiri-ja-merevaatega-vil-3389217.html,"59.548664,24.8638569",1950000.0,5.0,366.1 m²,3.0,all brand-new,,5662 m²,,,"balcony , kitchen, parking free parking, high ceilings, garage, 3*380V, dressing room, ventilation, furnishing possibility, parquet",,3.0,2021.0,private property,Notify about incorrect advertisement,"electric stove, refridgerator","toilet room and bathroom separate, bath, pool, urban water, washing machine","geothermic heating, fireplace, conditioner","Internet, fenced with garden, video cameras, security system, steel door, neighbourhood watch",,,,,,37.0
447,"House for sale, Veskikaare 17, Tammiste, Tori vald, Pärnumaa - Real estate portal KV.EE ","Stone house, total area 205.4 m²",https://www.kv.ee/muua-2korruseline-pooleliolev-majakarp-tammistes-t-3389216.html,"58.3906427,24.5793398",150000.0,6.0,205.4 m²,2.0,,,1472 m²,73001:008:1370,Missing,roof tin roof,near forest,,2008.0,,,,urban water,"heated floors, geothermic heating",steel door,Data from realestate book,,,,,27.0
448,"House for sale, 3 bedrooms, Lootuse pst 78, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Stone house, total area 147.8 m²",https://www.kv.ee/hetkel-broneeritud-kuni-06-12-2021-a-kui-soovid-el-3389195.html,"59.3753406,24.6895452",435000.0,4.0,147.8 m²,2.0,renovated,,,,E,"kitchen, closed courtyard, public transport, high ceilings, separate entryway, separate rooms, wall cupboard, TV-set, furniture, parquet, dressing room, ventilation, box-room, parking free parking, roof tar paper roof",,3.0,2011.0,,,"induktsioon pliit, kitchen 9 m², refridgerator","water boiler, toilet room and bathroom separate, shower, sauna, bath, urban water, washing machine","gas heating, fireplace, gas, fireplace, conditioner, conditioner","Internet, cable TV, steel door, fenced with garden, security system",Data from realestate book,,,,,2038.0
449,"House for sale, Hänike, Võru vald, Võrumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 57.6 m²",https://www.kv.ee/muua-vaga-hea-asukoha-ja-juurdepaasuga-elamu-voru-3389156.html,"57.8312396,26.7588972",24900.0,,57.6 m²,,needs renovating,,8518 m²,91701:001:0632,Missing,roof asbestos cement roof,,,1924.0,private property,,,,stove heating,,Data from realestate book,,,,,4.0
450,"House for sale, Tallinna mnt 4, Lihula linn, Lääneranna vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 174.8 m²",https://www.kv.ee/lihula-kesklinnas-muuakse-koos-kolm-hoonestatud-el-3389149.html,"58.690036463411,23.835870960075",77000.0,7.0,174.8 m²,2.0,sanitary renovation needed,,639 m²,41201:002:0031,Missing,"parking free parking, separate entryway, water, garage, electricity, high ceilings, farm building, wall cupboard, basement, roof asbestos cement roof",in the city location,,,private property,,ceramic shove,"toilet room and bathroom separate, water boiler, bath, sewerage, urban water","õhksoojuspump, stove heating, fireplace, fireplace",fenced with garden,,,,,,860.0
451,"Cottage for sale, 6 bedrooms, Vanakõrtsi, Hirvli, Kuusalu vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 123.7 m²",https://www.kv.ee/privaatne-kodu-keset-rohelust-eemal-linnakarast-mu-3389128.html,"59.4401423,25.5197814",120000.0,7.0,123.7 m²,1.0,needs renovating,,31500 m²,,,"kitchen, electricity, parquet, box-room, separate rooms, furnishing possibility, furniture, roof asbestos cement roof",near forest,6.0,1898.0,private property,Notify about incorrect advertisement,"stove heated with firewood, refridgerator",local water,solid fuel,fenced with garden,,,,,,4.0
452,"House for sale, Õitse 42, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 620.5 m²",https://www.kv.ee/muua-ainulaadne-juugendstiili-parl-nommel-villa-sc-3389108.html,"59.3764026,24.6309642",815000.0,15.0,620.5 m²,5.0,needs renovating,,4282 m²,,Missing,"garret, public transport, garage, 3*380V, high ceilings, frontdoor locked, roof tiled roof",,,1922.0,private property,,,"sauna, urban water",solid fuel,neighbourhood watch,,,,,,322.0
453,"House for sale, Seltsimaja, Mahtra, Rapla vald, Raplamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 481 m²",https://www.kv.ee/kinnistul-asub-seltsimaja-hoone-esmane-kasutuselev-3389100.html,"59.0993214026702,25.0145218264282",156000.0,,481 m²,3.0,Good condition,ready,2865 m²,24005:001:0080,,"deep well, electricity","location in the center location, roads in good condition roads",,1958.0,private property,Notify about incorrect advertisement,,"toilet room and bathroom separate, shower, sewerage","combined heating, fireplace",,Data from realestate book,,,,,11.0
454,"House for sale, Pihtla tee 36, Kuressaare linn, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Wooden house, house area 82.7 m², total area 103 m²",https://www.kv.ee/muua-vana-maja-ilusas-tanavas-kuressaare-linnas-so-3389085.html,"58.2543636597733,22.5147145883606",74000.0,4.0,103 m²,1.0,needs renovating,,1831 m²,34901:001:0085,-,"public transport, farm building, well","roads in good condition roads, surrounding buildings private houses",,,,,,,stove heating,neighbourhood watch,Data from realestate book,,,,,1600.0
455,"House for sale, 3 bedrooms, Raja talu, Nõmmküla, Muhu vald, Saaremaa - Real estate portal KV.EE ","Private ownership, stone house, total area 134 m²",https://www.kv.ee/suureparase-asukohaga-armas-suvekoht-kaunil-muhu-s-3345826.html,"58.6763918570503,23.1967057644697",120000.0,4.0,134 m²,,,,5939 m²,47801:003:0252,-,,"roads in good condition roads, near forest, water body sea near",3.0,,private property,,"electric stove, refridgerator","sauna, local water",õhksoojuspump,neighbourhood watch,Data from realestate book,,"packet windows, garage, farm building, well, box-room, electricity, 3*380V, furnishing possibility",,,24.0
456,"House for sale, 3 bedrooms, Laadi tee 15, Uulu, Häädemeeste vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 100.9 m², total area 122.4 m²",https://www.kv.ee/sinu-moodne-kodu-linnalahedal-maal-2019-aastal-tai-3389078.html,"58.2790203,24.5815667",179000.0,4.0,122.4 m²,1.0,all brand-new,ready,,,-,"parking free parking, box-room, wall cupboard, terrace, electricity, dressing room, packet windows, parquet, garage","surrounding buildings private houses, roads in good condition roads, location in suburb location, near forest, neighbours next to neighbours, Pärnu laht sea 1.2 km",3.0,2007.0,private property,Notify about incorrect advertisement,"induktsioon pliit, refridgerator, kitchen furniture","toilet room and bathroom separate, shower, sauna, urban water, sewerage, washing machine","õhksoojuspump, heated floors","Internet, cable TV, video cameras, security system, steel door, neighbourhood watch",Data from realestate book,,,,40 € /  90 €,172.0
457,"Farmhouse for sale, Kadjaste, Põhja-Pärnumaa vald, Pärnumaa - Real estate portal KV.EE ",Total area 1.2 ha,https://www.kv.ee/kadjaste-kulas-pohjaparnumaal-on-muua-teeaarne-kin-3351526.html,"58.6586308,25.154502",22410.0,,12000 m²,,,,12000 m²,93002:004:0105,-,"deep well, electricity",roads in good condition roads,,,,Notify about incorrect advertisement,,,,,Data from realestate book,,,,,6.0
