Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information
"Row house box for sale, 5 bedrooms, Vana-Altoa tee 6, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Wooden house, total area 134.2 m²",https://www.kv.ee/rabarebase-aedlinn-on-terviklik-elukeskkond-kuhu-o-3381216.html,"59.296448,24.845722",295000,6,5,134.2 m²,,2022,all brand-new,,289 m²,,Notify about incorrect advertisement,"open kitchen, ventilation, box-room, water, roof tar paper roof","sewerage, urban water","heated floors, heated floors, geothermic heating","steel door, neighbourhood watch",electric stove,30501:001:0160,,,,,2/2,,
"Maisonette for sale, Merimäe tee 21, Tahkuranna, Häädemeeste vald, Pärnumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 68.2 m²",https://www.kv.ee/jouluhind-majaosa-tahkurannas-nelja-korteriga-maja-3380054.html,"58.2328345,24.489857",64900,3,,68.2 m²,1,2008,ready,joint ownership,,Data from realestate book,,,water boiler,"õhksoojuspump, fireplace",neighbourhood watch,kitchen furniture,84801:004:0616,,,,water body sea near,,,
"Row house box for sale, 3 bedrooms, Õie tn 2, Hüüru, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 175 m²",https://www.kv.ee/ridaelamu-tiigikalda-asub-huurus-tallinna-piirist-3384693.html,"59.3747052822196,24.5394778815274",269000,4,3,175 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"terrace, dressing room, furnishing possibility, packet windows, parquet, parking free parking, public transport, box-room","toilet room and bathroom separate, sauna, bath, shower, urban water, sewerage","õhksoojuspump, heated floors, combined heating",,,,B,ready,,"roads in good condition roads, water body: Tiik",,,
"Maisonette for sale, 3 bedrooms, Toomhansu 8, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381565.html,"59.3097965,24.8367254",297500,5,3,120 m²,,2022,all brand-new,apartment ownership,3251 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Row house box for sale, 3 bedrooms, Änari, Türi vald, Järvamaa - Real estate portal KV.EE ","Private ownership, stone house, house area 98.1 m², total area 141.8 m²",https://www.kv.ee/uldpind-141-8-m-krunt-435-m-oueala-390-m-muu-maa-3373314.html,"58.8360761,25.3318106",140000,5,3,141.8 m²,2,1992,renovated,private property,,Data from realestate book,Notify about incorrect advertisement,"box-room, basement, TV-set, terrace, electricity, dressing room, 3*380V, furnishing possibility, packet windows, parquet, garage, public transport, farm building","sauna, water boiler, urban water, sewerage","heated floors, central heating",,"electric stove, refridgerator, kitchen furniture",,Missing,ready,,"roads in satisfactory condition roads, location outside settlement location, Lintsi river",,,
"Row house box for sale, 3 bedrooms, Pargi tee 2, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 97.2 m², total area 114.5 m²",https://www.kv.ee/tartu-kulje-all-haaslava-kulas-aadressil-pargi-tee-3380821.html,"58.3256658,26.7934275",174000,4,3,114.5 m²,2,2022,all brand-new,apartment ownership,2814 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, packet windows, parquet, public transport, box-room","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, geothermic heating","Internet, steel door, neighbourhood watch, fenced with garden",,,A,,,"roads in good condition roads, near forest",,,
"Maisonette for sale, 3 bedrooms, Toomkivi 21, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381588.html,"59.3097965,24.8367254",286500,5,3,120 m²,,2022,all brand-new,apartment ownership,3221 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Row house box for sale, Kuu 13/1, Paide linn, Paide, Järvamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 227 m²",https://www.kv.ee/muua-pooleliolev-ridaelamu-sektsioon-paide-linnas-3309215.html,"58.88771928212,25.545818560291",60000,4,,227 m²,2,1999,,private property,1735 m²,,,"parking free parking, 3*380V, electricity","sewerage, urban water",,,,56601:002:1830,Missing,,,roads paved roads,,,
"Row house box for sale, 4 bedrooms, Männiku tee 21, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 159.2 m²",https://www.kv.ee/elukeskkond-ja-asukohtalati-populaarne-ja-hinnatud-3361353.html,"59.3889247,24.7208089",349990,5,4,159.2 m²,2,2007,Good condition,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, packet windows, parquet, garage, public transport, box-room, wall cupboard, TV-set","shower, toilet room and bathroom separate, sauna, bath, water boiler, urban water, sewerage, washing machine",combined heating,"Internet, phone, cable TV, fenced with garden, video cameras","electric stove, refridgerator, kitchen furniture",,Missing,ready,15847201,"neighbours next to neighbours, near forest, surrounding buildings private houses, in the city location, roads in good condition roads",,50 € /  100 €,
"Row house box for sale, 3 bedrooms, Õie tn 2, Hüüru, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 178 m²",https://www.kv.ee/ridaelamu-tiigikalda-asub-huurus-tallinna-piirist-3384704.html,"59.3746568391192,24.5395986778245",259000,4,3,178 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, furnishing possibility, packet windows, parquet, box-room, terrace, dressing room","toilet room and bathroom separate, sauna, bath, shower, urban water, sewerage","õhksoojuspump, heated floors, combined heating",fenced with garden,,,B,ready,,"roads in good condition roads, Vääna jõgi river",,,
"Maisonette for sale, Jõgeva mnt 13, Põltsamaa linn, Põltsamaa vald, Jõgevamaa - Real estate portal KV.EE ","Joint ownership, log house, house area 70 m², total area 70 m²",https://www.kv.ee/kui-sa-unistad-et-sul-oleks-oma-aed-aga-suurt-maja-3388075.html,"58.6570751,25.9839585",28500,3,,70 m²,,1945,,joint ownership,3094 m²,,Notify about incorrect advertisement,"farm building, well, box-room, electricity, parking free parking","sewerage, urban water",stove heating,,stove heated with firewood,61701:004:0190,,ready,,"surrounding buildings private houses, location in the center location, roads in good condition roads, neighbours around neighbours, Põltsamaa jõgi river 700 m",2/2,,
"Maisonette for sale, 4 bedrooms, Silgu tn, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 149.1 m²",https://www.kv.ee/pakkuda-on-kvaliteetne-ja-maitsekalt-sisustatud-lo-3378407.html,"59.4433186,24.5887766",444900,6,4,149.1 m²,2,2010,Good condition,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 9.2 m², public transport, parking free parking, parquet, packet windows, furniture, furnishing possibility, 3*380V, dressing room, electricity, terrace, wall cupboard, box-room","shower, sauna, toilet room and bathroom separate, washing machine, sewerage, urban water","heated floors, gas heating, gas","Internet, phone, cable TV, steel door, neighbourhood watch, secure guard, fenced with garden, security system","induktsioon pliit, refridgerator, kitchen furniture",,,ready,,"surrounding buildings private houses, location in suburb location, roads paved roads, water body sea 1,000 m, near forest, neighbours next to neighbours",,145 € /  222 €,
"Maisonette for sale, 3 bedrooms, Saarekese 6-2, Veeriku, Tartu, Tartumaa - Real estate portal KV.EE ",Total area 105.2 m²,https://www.kv.ee/kas-sinul-on-soov-elada-linna-lahedal-looduse-kesk-3382634.html,"58.3537892,26.6514438",211000,4,3,105.2 m²,2,2021,all brand-new,,,,Notify about incorrect advertisement,,,,,,28301:001:0399,,ready,,,,,
"Maisonette for sale, Elmar Kitse 1, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 188.8 m²",https://www.kv.ee/muua-hubane-ridaelamuboks-turvalises-ja-rahulikus-3391356.html,"58.357860341137,26.784587501263",209000,5,,188.8 m²,2,1990,ready,apartment ownership,5905 m²,,Notify about incorrect advertisement,"balcony , balcony 4.4 m², kitchen, electricity, parking free parking, furniture, parquet, terrace, separate entryway, closed courtyard, public transport","bath, sauna, shower, toilet room and bathroom separate, sewerage, washing machine, urban water","central heating, fireplace, conditioner",Internet,"electric stove, refridgerator, kitchen furniture",79517:056:0001,,,,"roads paved roads, near forest",,,
"Maisonette for sale, 3 bedrooms, Toomhansu 6, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381570.html,"59.3097965,24.8367254",297500,5,3,120 m²,,2022,all brand-new,apartment ownership,3184 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Maisonette for sale, Kaln-Venda kinnistu koos poole talumajaga, Londi, Valga vald, Valgamaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 74 m², total area 74 m²",https://www.kv.ee/muua-pool-talumaja-koos-oma-hooviala-ja-tiigiosaga-3326904.html,"57.7428980058838,26.1406329348877",12000,2,,74 m²,1,,needs renovating,private property,8102 m²,Data from realestate book,Notify about incorrect advertisement,,,stove heating,neighbourhood watch,,28901:002:0581,,box with doors and windows,,"location outside settlement location, roads in satisfactory condition roads",,,
"Maisonette for sale, 4 bedrooms, Nõgikikka 12, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 143.7 m²",https://www.kv.ee/eelregistreerumine-tutvuma-12-detsember-kell-15-an-3389969.html,"59.434077,24.6169387",434000,5,4,143.7 m²,2,2007,ready,apartment ownership,669 m²,,Notify about incorrect advertisement,"balcony 10 m², balcony , open kitchen, organisation through the few floors, closed courtyard, separate rooms, public transport, wall cupboard, parking free parking, parquet, garage, dressing room, terrace, roof tar paper roof","bath, sauna, shower, sewerage, urban water","heated floors, heated floors, gas heating","Internet, cable TV, neighbourhood watch, steel door, fenced with garden","ceramic shove, refridgerator, kitchen furniture",,,,,"water body sea near, surrounding buildings private houses, location in suburb location",,,
"Row house box for sale, 4 bedrooms, Vanatoa tee 5, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Wooden house, total area 100.4 m²",https://www.kv.ee/rabarebase-aedlinn-on-terviklik-elukeskkond-kuhu-o-3381214.html,"59.292014,24.863741",227000,5,4,100.4 m²,,2022,all brand-new,,245 m²,,Notify about incorrect advertisement,"open kitchen, ventilation, water, box-room, roof tar paper roof","shower, bath, sauna, toilet room and bathroom separate, urban water, sewerage",geothermic heating,"steel door, neighbourhood watch",electric stove,30501:001:0170,,,,,2/2,,
"Maisonette for sale, 3 bedrooms, Tabivere, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, house area 104.4 m², total area 160.9 m²",https://www.kv.ee/maja-muuakse-quotvotmed-kattequot-paketina-hoonele-3358607.html,"58.5530721,26.5911817",155000,4,3,160.9 m²,1,2021,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"terrace, electricity, dressing room, 3*380V, packet windows, garage, parquet, wall wooden wall","sauna, shower, urban water, sewerage",heated floors,,,,B,ready,2463835,"Saadjärv lake , surrounding buildings private houses, location in the center location, roads in good condition roads",,,
"Maisonette for sale, 4 bedrooms, Savi tn 4c, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 215.8 m², total area 252.1 m²",https://www.kv.ee/muua-avara-ning-privaatsust-pakkuva-planeeringuga-3353567.html,"58.3585918,26.6921914",255000,6,4,252.1 m²,3,2019,Good condition,private property,,Data from realestate book,Notify about incorrect advertisement,"packet windows, parquet, garage, parking free parking, public transport, box-room, dressing room, furnishing possibility","toilet room and bathroom separate, sauna, shower, urban water, washing machine",central heating,"Internet, security system, fenced with garden","electric stove, refridgerator, kitchen furniture",,Missing,ready,2461003,"surrounding buildings private houses and apartment buildings, roads paved roads",,,
"Row house box for sale, 4 bedrooms, Vahi tee 11, Vahi, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, total area 109.9 m²",https://www.kv.ee/suureparane-pakkumine-looduslahedust-hindavatele-i-3377970.html,"59.3785499,24.4571973",239900,5,4,109.9 m²,2,,all brand-new,apartment ownership,794.2 m²,,,"parking free parking, terrace, electricity, packet windows, parquet, public transport","toilet room and bathroom separate, sewerage, urban water",,"Internet, steel door, neighbourhood watch",,,B,,,"neighbours next to neighbours, roads in good condition roads",,,
"Row house box for sale, 4 bedrooms, Tohvre tee 1, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 116 m², total area 139 m²",https://www.kv.ee/paris-inimesed-paris-kodud-paris-elu-maaliliselt-k-3383741.html,"59.3729926,24.8096923",284900,5,4,139 m²,2,2023,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"packet windows, electricity, parquet, box-room, terrace","sauna, shower, bath, urban water, sewerage, washing machine","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch, fenced with garden",electric stove,,,ready,,"neighbours around neighbours, near forest, surrounding buildings private houses and apartment buildings, location outside settlement location, roads in good condition roads, Ülemiste järv lake",,,
